,year,brand,funny,show_product_quickly,patriotic,celebrity,danger,animals,use_sex,view_count,like_count,dislike_count,comment_count,published_at,title,likes_per_view,dislikes_per_view,comment_per_view
203,2006,Pepsi,True,True,False,True,False,False,True,6430.0,45.0,0.0,10.0,2006-08-10T02:34:30Z,Brown & Bubbly,0.7,0.0,0.16
204,2015,Pepsi,False,True,False,False,False,True,False,998.0,3.0,0.0,0.0,2015-02-02T07:00:29Z,Pepsi Super Bowl 2015  Halftime Touches Down Official   Hyped for Halftime   Pepsi,0.3,0.0,0.0
205,2012,Bud Light,False,True,False,False,False,False,False,21314.0,29.0,5.0,14.0,2012-02-06T03:05:17Z,Bud Light Platinum - Factory 2012 Super Bowl Commercial,0.14,0.02,0.07
206,2009,Doritos,True,True,False,False,True,False,False,20130.0,46.0,6.0,4.0,2009-02-02T04:12:57Z,Super Bowl 2009 Ad - Doritos Crystal Ball,0.23,0.03,0.02
207,2006,Budweiser,True,False,False,False,False,True,True,746836.0,2179.0,78.0,95.0,2009-01-16T21:18:36Z,Budweiser 'Lamb Streaker',0.29,0.01,0.01
208,2014,Bud Light,False,True,False,False,False,False,False,9649.0,32.0,2.0,1.0,2014-02-03T02:26:48Z,Cool Twist   2014 Super Bowl XLVIII Commercial  Bud Light,0.33,0.02,0.01
209,2005,Pepsi,True,True,False,True,False,False,True,43983.0,93.0,5.0,13.0,2006-03-31T13:32:41Z,Pepsi Truck Commercial,0.21,0.01,0.03
210,2005,Bud Light,True,True,False,True,False,True,True,3183.0,4.0,0.0,1.0,2009-07-07T18:07:27Z,Bud Lighta Cedric a Island Fantasy 2005,0.13,0.0,0.03
211,2005,Bud Light,True,True,False,True,False,True,True,3183.0,4.0,0.0,1.0,2009-07-07T18:07:27Z,Bud Lighta Cedric a Island Fantasy 2005,0.13,0.0,0.03
212,2005,Bud Light,True,True,False,True,False,True,True,3183.0,4.0,0.0,1.0,2009-07-07T18:07:27Z,Bud Lighta Cedric a Island Fantasy 2005,0.13,0.0,0.03
213,2005,Bud Light,True,True,False,True,False,True,True,3183.0,4.0,0.0,1.0,2009-07-07T18:07:27Z,Bud Lighta Cedric a Island Fantasy 2005,0.13,0.0,0.03
214,2007,Bud Light,True,True,False,False,False,True,False,162.0,0.0,0.0,0.0,2013-09-01T03:53:33Z,"2007 Super Bowl Commercials   Bud Light, Apes",0.0,0.0,0.0
215,2005,Pepsi,True,False,False,True,False,False,True,293.0,3.0,0.0,0.0,2017-12-03T11:46:01Z,"Diet Pepsi - Guy Watcher (with Carson and Cindy, 2005)",1.02,0.0,0.0
216,2015,Budweiser,False,True,True,False,True,True,False,491630.0,2327.0,37.0,104.0,2015-02-01T04:04:01Z,2015 Budweiser Super Bowl XLIX Commercial Lost Dog Puppy BestBuds  TV Ad Spot,0.47,0.01,0.02
217,2019,Bud Light,True,True,False,False,True,True,False,7658201.0,94799.0,12789.0,7431.0,2019-02-04T00:19:31Z,Game of Thrones X Bud Light | Official Super Bowl LIII Ad | Extended Version | HBO,1.24,0.17,0.1
218,2004,Bud Light,True,True,False,True,False,False,True,39730.0,37.0,1.0,1.0,2008-03-13T22:10:13Z,Bud Light: Spa,0.09,0.0,0.0
219,2003,Budweiser,True,False,False,False,False,False,True,21813.0,10.0,0.0,0.0,2011-09-14T19:52:36Z,Budweiser Ad Spot: Roommate,0.05,0.0,0.0
220,2009,E-Trade,True,True,False,False,False,False,False,358142.0,763.0,24.0,51.0,2009-02-02T03:46:14Z,ETRADE BABY Superbowl 43 XLIII Commercial,0.21,0.01,0.01
221,2013,Pepsi,True,False,False,False,False,False,True,987.0,2.0,0.0,0.0,2013-02-05T01:38:13Z,Pepsi Super Bowl Commercial TV AD 2013 Party HD,0.2,0.0,0.0
222,2004,Budweiser,True,False,False,True,False,True,True,88458.0,351.0,6.0,30.0,2009-04-22T05:43:25Z,Budweiser Dale Earnhardt Jr Forgotten Lipstick Commercial,0.4,0.01,0.03
223,2009,Hynudai,False,True,False,False,False,False,False,7253.0,6.0,1.0,0.0,2009-02-07T21:50:32Z,Hyundai Assurance Super Bowl Ad [HQ],0.08,0.01,0.0
224,2014,Budweiser,False,False,True,False,False,True,False,81183.0,232.0,38.0,10.0,2014-01-31T18:59:10Z,"Budweiser Puppy Commercial - Budweiser super bowl commercial 2014 ""Puppy love"" [EXTENDED]",0.29,0.05,0.01
226,2015,Coca-Cola,False,False,False,False,False,False,False,48617.0,331.0,18.0,42.0,2015-02-02T00:15:48Z,Coca-Cola: 'Make It Happy',0.68,0.04,0.09
227,2003,NFL,False,False,False,True,False,False,False,18670.0,42.0,1.0,4.0,2009-01-29T16:38:52Z,NFL- Crazy,0.22,0.01,0.02
228,2012,Doritos,True,True,False,False,False,False,False,176373378.0,275362.0,92990.0,1234.0,2013-04-12T22:49:58Z,Doritos Sling Baby,0.16,0.05,0.0
229,2002,Pepsi,False,True,False,True,False,False,True,385777.0,5929.0,73.0,261.0,2017-05-31T19:28:56Z,Britney Spears - Pepsi Now and Then Commercial [HD Master],1.54,0.02,0.07
230,2002,Bud Light,True,True,False,True,True,False,True,4641.0,19.0,0.0,2.0,2017-12-27T08:00:03Z,Bud Light - Cedric the entertainer Superbowl XXXVI Commercial 2002,0.41,0.0,0.04
231,2000,Budweiser,True,True,False,False,False,False,False,3624622.0,24840.0,521.0,1498.0,2006-09-30T13:00:17Z,budweiser wassup commercial,0.69,0.01,0.04
232,2001,Bud Light,True,False,False,True,False,False,True,998.0,3.0,0.0,0.0,2013-01-29T21:49:04Z,Bud Light - Cedric Date,0.3,0.0,0.0
233,2013,Hynudai,False,True,False,False,False,False,False,1190.0,5.0,0.0,0.0,2013-02-04T04:41:49Z,2013 Hyundai Genesis Super Bowl 2013 Commercial 'Excited',0.42,0.0,0.0
234,2015,Toyota,False,True,True,False,False,False,False,32091.0,266.0,6.0,15.0,2015-03-03T14:00:00Z,New Toyota Camry - My Bold Dad | Commercial USA 2015,0.83,0.02,0.05
235,2000,Budweiser,True,False,False,False,True,True,False,111442.0,163.0,5.0,8.0,2008-03-10T02:23:56Z,Super Bowl XXXIV Commercial. Budweiser. The Dog Star.,0.15,0.0,0.01
236,2001,Doritos,True,True,False,True,False,False,True,2985.0,15.0,0.0,1.0,2017-06-13T23:50:34Z,Dorrito's featuring Ali Landry Television Commercial 2001 Tennis,0.5,0.0,0.03
237,2016,Doritos,True,True,False,False,False,True,False,1214968.0,2534.0,60.0,226.0,2015-11-15T20:53:00Z,Doritos Dogs - Crash the Super Bowl 2016 WINNER OFFICIAL,0.21,0.0,0.02
238,2008,Bud Light,True,True,False,False,False,False,False,9335.0,12.0,1.0,1.0,2008-02-04T20:04:33Z,"New Super Bowl Commercial 2008 -  Bud Light: ""Ability to Fly",0.13,0.01,0.01
239,2007,Doritos,True,True,False,False,False,False,True,292010.0,244.0,74.0,52.0,2007-02-05T14:59:51Z,2007 Super Bowl Commercial Doritos Checkout Girl,0.08,0.03,0.02
241,2001,Pepsi,True,False,True,True,False,True,True,12106.0,10.0,1.0,1.0,2012-09-08T20:05:25Z,Pepsi - Bob Dole Super Bowl XXXV 2001,0.08,0.01,0.01
243,2012,Budweiser,False,True,True,False,False,True,True,220292.0,572.0,100.0,271.0,2012-02-05T03:27:52Z,"The Cult "" She Sells Sanctuary"" - Budweiser: 'Eternal Optimism' Ad",0.26,0.05,0.12
244,2001,Pepsi,True,False,False,True,True,False,False,1475.0,14.0,0.0,2.0,2012-09-08T19:53:53Z,Pepsi - Chessmaster Garry Kasparov Super Bowl XXXV 2001,0.95,0.0,0.14
245,2001,E-Trade,True,False,False,False,True,False,False,6513.0,12.0,4.0,3.0,2008-01-11T18:18:39Z,ETrade Commercial - Matrix,0.18,0.06,0.05
246,2001,Budweiser,False,False,False,True,False,False,False,77142.0,334.0,4.0,71.0,2007-12-14T23:33:27Z,NSync - Budweiser Commercial,0.43,0.01,0.09
